PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate
12,28,28-12-2011,550,941,$62.99 ,"$34,644.23 ",550,82,468,21-12-2011
13,29,28-12-2011,3,320,$45.37 ,$136.11 ,3,0,3,21-12-2011
13,30,28-12-2011,3,321,$40.49 ,$121.46 ,3,0,3,21-12-2011
13,31,28-12-2011,60,322,$26.37 ,"$1,581.93 ",60,0,60,21-12-2011
14,32,28-12-2011,3,504,$48.76 ,$146.29 ,3,3,0,21-12-2011
15,33,28-12-2011,3,497,$34.19 ,$102.56 ,3,0,3,21-12-2011
16,34,28-12-2011,3,323,$50.26 ,$150.79 ,3,0,3,21-12-2011
17,35,29-12-2011,550,523,$10.73 ,"$5,902.05 ",550,0,550,22-12-2011
17,36,29-12-2011,550,524,$14.12 ,"$7,767.38 ",550,0,550,22-12-2011
18,37,29-12-2011,60,492,$50.26 ,"$3,015.81 ",60,0,60,22-12-2011
18,38,29-12-2011,60,493,$57.15 ,"$3,429.09 ",60,0,60,22-12-2011
18,39,29-12-2011,60,494,$53.20 ,"$3,192.21 ",60,0,60,22-12-2011
18,40,29-12-2011,60,495,$63.69 ,"$3,821.58 ",60,0,60,22-12-2011
18,41,29-12-2011,60,496,$48.91 ,"$2,934.54 ",60,0,60,22-12-2011
19,42,29-12-2011,550,908,$21.09 ,"$11,601.98 ",550,0,550,22-12-2011
19,43,29-12-2011,550,909,$30.44 ,"$16,741.73 ",550,0,550,22-12-2011
19,44,29-12-2011,550,910,$40.94 ,"$22,516.73 ",550,0,550,22-12-2011
19,45,29-12-2011,550,911,$21.09 ,"$11,601.98 ",550,0,550,22-12-2011
19,46,29-12-2011,550,912,$30.44 ,"$16,741.73 ",550,0,550,22-12-2011
20,47,29-12-2011,60,506,$9.20 ,$551.88 ,60,0,60,22-12-2011
21,48,29-12-2011,550,351,$5.78 ,"$3,176.25 ",550,0,550,22-12-2011
21,49,29-12-2011,550,352,$1.16 ,$635.25 ,550,0,550,22-12-2011
21,50,29-12-2011,550,679,$5.78 ,"$3,176.25 ",550,27,523,22-12-2011
22,51,29-12-2011,550,507,$23.39 ,"$12,866.70 ",550,82,468,22-12-2011
22,52,29-12-2011,550,508,$27.65 ,"$15,205.58 ",550,0,550,22-12-2011
23,53,29-12-2011,550,355,$1.37 ,$750.75 ,550,0,550,22-12-2011
23,54,29-12-2011,550,940,$62.99 ,"$34,644.23 ",550,0,550,22-12-2011
23,55,29-12-2011,550,535,$3.49 ,"$1,917.30 ",550,0,550,22-12-2011
24,56,29-12-2011,550,351,$6.20 ,"$3,407.25 ",550,550,0,22-12-2011
24,57,29-12-2011,550,352,$1.47 ,$808.50 ,550,550,0,22-12-2011
25,58,29-12-2011,550,507,$22.17 ,"$12,191.03 ",550,0,550,22-12-2011
25,59,29-12-2011,550,508,$29.28 ,"$16,106.48 ",523,0,523,22-12-2011
26,60,29-12-2011,3,491,$19.98 ,$59.94 ,3,0,3,22-12-2011
27,61,29-12-2011,3,341,$41.17 ,$123.51 ,3,0,3,22-12-2011
27,62,29-12-2011,3,342,$39.07 ,$117.21 ,3,0,3,22-12-2011
27,63,29-12-2011,3,343,$43.34 ,$130.03 ,3,0,3,22-12-2011
27,64,29-12-2011,3,344,$39.07 ,$117.21 ,3,0,3,22-12-2011
27,65,29-12-2011,3,345,$36.97 ,$110.91 ,3,0,3,22-12-2011
27,66,29-12-2011,3,346,$41.24 ,$123.73 ,3,0,3,22-12-2011
28,67,29-12-2011,550,935,$31.49 ,"$17,319.23 ",550,0,550,22-12-2011
28,68,29-12-2011,550,936,$48.29 ,"$26,559.23 ",550,0,550,22-12-2011
29,69,22-01-2012,3,375,$43.34 ,$130.03 ,3,0,3,15-01-2012
29,70,22-01-2012,3,376,$39.07 ,$117.21 ,3,0,3,15-01-2012
29,71,22-01-2012,3,377,$36.97 ,$110.91 ,3,0,3,15-01-2012
29,72,22-01-2012,3,378,$41.24 ,$123.73 ,3,0,3,15-01-2012
29,73,22-01-2012,3,379,$36.97 ,$110.91 ,3,0,3,15-01-2012
30,74,22-01-2012,550,476,$15.89 ,"$8,737.58 ",550,0,550,15-01-2012
30,75,22-01-2012,550,477,$11.67 ,"$6,416.03 ",550,55,495,15-01-2012
30,76,22-01-2012,550,478,$11.09 ,"$6,098.40 ",550,0,550,15-01-2012
31,77,22-01-2012,3,402,$47.47 ,$142.41 ,3,0,3,15-01-2012
32,78,22-01-2012,550,510,$23.08 ,"$12,693.45 ",550,82,468,15-01-2012
32,79,22-01-2012,550,511,$29.27 ,"$16,100.70 ",550,0,550,15-01-2012
33,80,30-01-2012,3,403,$45.37 ,$136.11 ,3,0,3,23-01-2012
33,81,30-01-2012,3,404,$49.64 ,$148.93 ,3,0,3,23-01-2012
33,82,30-01-2012,3,405,$45.37 ,$136.11 ,3,0,3,23-01-2012
34,83,30-01-2012,550,525,$2.32 ,"$1,276.28 ",550,550,0,23-01-2012
35,84,30-01-2012,550,526,$3.64 ,"$2,003.93 ",550,0,550,23-01-2012
36,85,30-01-2012,550,908,$21.09 ,"$11,601.98 ",468,0,468,23-01-2012
36,86,30-01-2012,550,909,$30.44 ,"$16,741.73 ",550,0,550,23-01-2012
36,87,30-01-2012,550,913,$40.94 ,"$22,516.73 ",550,0,550,23-01-2012
37,88,30-01-2012,60,356,$3.60 ,$216.09 ,60,0,60,23-01-2012
37,89,30-01-2012,60,357,$3.98 ,$238.77 ,60,0,60,23-01-2012
38,90,30-01-2012,550,935,$31.49 ,"$17,319.23 ",550,0,550,23-01-2012
38,91,30-01-2012,550,936,$48.29 ,"$26,559.23 ",550,0,550,23-01-2012
39,92,30-01-2012,550,524,$12.97 ,"$7,132.13 ",550,0,550,23-01-2012
40,93,30-01-2012,550,911,$21.09 ,"$11,601.98 ",550,0,550,23-01-2012
40,94,30-01-2012,550,912,$30.44 ,"$16,741.73 ",550,55,495,23-01-2012
41,95,30-01-2012,550,910,$40.94 ,"$22,516.73 ",550,0,550,23-01-2012
42,96,30-01-2012,550,937,$62.99 ,"$34,644.23 ",550,82,468,23-01-2012
43,97,30-01-2012,3,463,$47.52 ,$142.57 ,3,0,3,23-01-2012
43,98,30-01-2012,3,464,$45.42 ,$136.27 ,3,0,3,23-01-2012
43,99,30-01-2012,3,465,$49.70 ,$149.09 ,3,0,3,23-01-2012
44,100,30-01-2012,3,462,$47.68 ,$143.04 ,3,3,0,23-01-2012
45,101,30-01-2012,550,510,$23.40 ,"$12,872.48 ",550,0,550,23-01-2012
45,102,30-01-2012,550,511,$27.87 ,"$15,326.85 ",523,0,523,23-01-2012
46,103,30-01-2012,550,527,$6.75 ,"$3,713.33 ",468,0,468,23-01-2012
47,104,30-01-2012,550,938,$31.49 ,"$17,319.23 ",550,0,550,23-01-2012
47,105,30-01-2012,550,939,$48.29 ,"$26,559.23 ",550,0,550,23-01-2012
47,106,30-01-2012,550,509,$36.28 ,"$19,952.63 ",550,0,550,23-01-2012
48,107,30-01-2012,60,492,$50.75 ,"$3,044.79 ",60,0,60,23-01-2012
48,108,30-01-2012,60,493,$58.26 ,"$3,495.87 ",60,0,60,23-01-2012
48,109,30-01-2012,60,494,$50.75 ,"$3,044.79 ",60,0,60,23-01-2012
48,110,30-01-2012,60,495,$62.93 ,"$3,775.59 ",60,0,60,23-01-2012
48,111,30-01-2012,60,496,$49.65 ,"$2,979.27 ",60,0,60,23-01-2012
49,112,03-02-2012,550,523,$10.38 ,"$5,711.48 ",550,0,550,27-01-2012
50,113,03-02-2012,3,422,$47.68 ,$143.04 ,3,0,3,27-01-2012
50,114,03-02-2012,3,423,$45.58 ,$136.74 ,3,0,3,27-01-2012
50,115,03-02-2012,3,424,$49.85 ,$149.56 ,3,0,3,27-01-2012
51,116,03-02-2012,3,490,$12.72 ,$38.15 ,3,0,3,27-01-2012
51,117,03-02-2012,3,491,$19.94 ,$59.82 ,3,0,3,27-01-2012
52,118,03-02-2012,3,528,$38.16 ,$114.47 ,3,0,3,27-01-2012
53,119,07-02-2012,3,505,$44.22 ,$132.65 ,3,0,3,31-01-2012
54,120,07-02-2012,550,938,$31.49 ,"$17,319.23 ",550,550,0,31-01-2012
54,121,07-02-2012,550,939,$48.29 ,"$26,559.23 ",550,550,0,31-01-2012
55,122,07-02-2012,60,358,$6.98 ,$418.95 ,60,0,60,31-01-2012
56,123,07-02-2012,3,375,$43.27 ,$129.81 ,3,0,3,31-01-2012
56,124,07-02-2012,3,376,$47.54 ,$142.63 ,3,0,3,31-01-2012
56,125,07-02-2012,3,377,$43.27 ,$129.81 ,3,0,3,31-01-2012
56,126,07-02-2012,3,378,$41.17 ,$123.51 ,3,0,3,31-01-2012
57,127,07-02-2012,60,356,$3.38 ,$202.86 ,60,0,60,31-01-2012
57,128,07-02-2012,60,357,$4.32 ,$258.93 ,60,0,60,31-01-2012
58,129,07-02-2012,3,375,$43.27 ,$129.81 ,3,0,3,31-01-2012
58,130,07-02-2012,3,376,$41.17 ,$123.51 ,3,0,3,31-01-2012
58,131,07-02-2012,3,377,$45.44 ,$136.33 ,3,0,3,31-01-2012
58,132,07-02-2012,3,378,$41.17 ,$123.51 ,3,0,3,31-01-2012
58,133,07-02-2012,3,379,$39.07 ,$117.21 ,3,0,3,31-01-2012
59,134,07-02-2012,3,490,$12.36 ,$37.08 ,3,0,3,31-01-2012
60,135,07-02-2012,550,513,$39.20 ,"$21,558.08 ",550,0,550,31-01-2012
61,136,07-02-2012,3,403,$45.44 ,$136.33 ,3,0,3,31-01-2012
61,137,07-02-2012,3,404,$41.17 ,$123.51 ,3,0,3,31-01-2012
61,138,07-02-2012,3,405,$39.07 ,$117.21 ,3,0,3,31-01-2012
61,139,07-02-2012,3,406,$43.34 ,$130.03 ,3,0,3,31-01-2012
62,140,07-02-2012,550,931,$34.87 ,"$19,178.78 ",550,82,468,31-01-2012
62,141,07-02-2012,550,932,$39.76 ,"$21,869.93 ",550,0,550,31-01-2012
63,142,07-02-2012,3,422,$47.68 ,$143.04 ,3,0,3,31-01-2012
63,143,07-02-2012,3,423,$45.58 ,$136.74 ,3,0,3,31-01-2012
63,144,07-02-2012,3,424,$49.85 ,$149.56 ,3,0,3,31-01-2012
64,145,07-02-2012,3,341,$47.58 ,$142.73 ,3,3,0,31-01-2012
64,146,07-02-2012,3,342,$45.48 ,$136.43 ,3,3,0,31-01-2012
65,147,07-02-2012,550,931,$34.35 ,"$18,890.03 ",550,0,550,31-01-2012
65,148,07-02-2012,550,932,$39.24 ,"$21,581.18 ",523,0,523,31-01-2012
66,149,07-02-2012,3,341,$47.47 ,$142.41 ,3,0,3,31-01-2012
66,150,07-02-2012,3,342,$45.37 ,$136.11 ,3,0,3,31-01-2012
66,151,07-02-2012,3,343,$49.64 ,$148.93 ,3,0,3,31-01-2012
66,152,07-02-2012,3,344,$45.37 ,$136.11 ,3,0,3,31-01-2012
67,153,07-02-2012,550,928,$32.77 ,"$18,023.78 ",550,0,550,31-01-2012
67,154,07-02-2012,550,929,$37.09 ,"$20,397.30 ",550,0,550,31-01-2012
67,155,07-02-2012,550,930,$43.04 ,"$23,671.73 ",550,0,550,31-01-2012
68,156,07-02-2012,550,332,$10.82 ,"$5,948.25 ",550,0,550,31-01-2012
69,157,08-02-2012,550,948,$82.83 ,"$45,558.98 ",550,0,550,01-02-2012
69,158,08-02-2012,550,907,$82.83 ,"$45,558.98 ",550,0,550,01-02-2012
70,159,08-02-2012,1250,325,$0.21 ,$262.50 ,1250,0,1250,01-02-2012
70,160,08-02-2012,1250,326,$0.21 ,$262.50 ,1250,125,1125,01-02-2012
71,161,08-02-2012,3,320,$49.64 ,$148.93 ,3,0,3,01-02-2012
71,162,08-02-2012,3,321,$44.32 ,$132.96 ,3,0,3,01-02-2012
71,163,08-02-2012,60,322,$28.70 ,"$1,721.79 ",60,3,57,01-02-2012
72,164,08-02-2012,550,930,$42.51 ,"$23,382.98 ",550,82,468,01-02-2012
72,165,08-02-2012,550,921,$5.59 ,"$3,072.30 ",550,0,550,01-02-2012
73,166,23-02-2012,60,952,$15.74 ,$944.37 ,60,0,60,16-02-2012
74,167,23-02-2012,550,933,$43.46 ,"$23,902.73 ",550,550,0,16-02-2012
74,168,23-02-2012,550,934,$37.62 ,"$20,691.83 ",550,550,0,16-02-2012
75,169,23-02-2012,550,317,$29.58 ,"$16,268.18 ",550,0,550,16-02-2012
75,170,23-02-2012,550,318,$36.10 ,"$19,854.45 ",523,0,523,16-02-2012
75,171,23-02-2012,550,319,$48.58 ,"$26,720.93 ",550,0,550,16-02-2012
76,172,23-02-2012,550,928,$32.25 ,"$17,735.03 ",468,0,468,16-02-2012
76,173,23-02-2012,550,929,$36.56 ,"$20,108.55 ",550,0,550,16-02-2012
77,174,23-02-2012,550,319,$46.42 ,"$25,531.28 ",550,0,550,16-02-2012
78,175,23-02-2012,3,359,$47.52 ,$142.57 ,3,0,3,16-02-2012
78,176,23-02-2012,3,360,$45.42 ,$136.27 ,3,0,3,16-02-2012
78,177,23-02-2012,3,361,$49.70 ,$149.09 ,3,0,3,16-02-2012
78,178,23-02-2012,3,362,$45.42 ,$136.27 ,3,0,3,16-02-2012
78,179,23-02-2012,3,363,$43.32 ,$129.97 ,3,0,3,16-02-2012
79,180,23-02-2012,3,2,$41.92 ,$125.75 ,3,0,3,16-02-2012
80,181,23-02-2012,3,1,$50.26 ,$150.79 ,3,0,3,16-02-2012
81,182,23-02-2012,3,361,$49.85 ,$149.56 ,3,0,3,16-02-2012
81,183,23-02-2012,3,362,$45.58 ,$136.74 ,3,0,3,16-02-2012
81,184,23-02-2012,3,363,$43.48 ,$130.44 ,3,0,3,16-02-2012
81,185,23-02-2012,3,364,$47.75 ,$143.26 ,3,0,3,16-02-2012
82,186,23-02-2012,550,530,$16.09 ,"$8,847.30 ",550,82,468,16-02-2012
83,187,23-02-2012,3,4,$57.03 ,$171.08 ,3,0,3,16-02-2012
84,188,23-02-2012,550,512,$37.09 ,"$20,397.30 ",550,550,0,16-02-2012
85,189,23-02-2012,550,513,$26.60 ,"$14,628.08 ",550,0,550,16-02-2012
86,190,23-02-2012,550,317,$27.06 ,"$14,882.18 ",468,0,468,16-02-2012
86,191,23-02-2012,550,318,$33.58 ,"$18,468.45 ",550,0,550,16-02-2012
86,192,23-02-2012,550,319,$46.06 ,"$25,334.93 ",550,0,550,16-02-2012
87,193,23-02-2012,3,408,$47.54 ,$142.63 ,3,0,3,16-02-2012
87,194,23-02-2012,3,409,$43.27 ,$129.81 ,3,0,3,16-02-2012
87,195,23-02-2012,3,410,$41.17 ,$123.51 ,3,0,3,16-02-2012
87,196,23-02-2012,3,411,$45.44 ,$136.33 ,3,0,3,16-02-2012
87,197,23-02-2012,3,412,$41.17 ,$123.51 ,3,0,3,16-02-2012
87,198,23-02-2012,3,413,$39.07 ,$117.21 ,3,0,3,16-02-2012
88,199,23-02-2012,3,427,$47.60 ,$142.79 ,3,0,3,16-02-2012
88,200,23-02-2012,3,428,$43.32 ,$129.97 ,3,0,3,16-02-2012
88,201,23-02-2012,3,429,$41.22 ,$123.67 ,3,0,3,16-02-2012
88,202,23-02-2012,3,430,$45.50 ,$136.49 ,3,0,3,16-02-2012
88,203,23-02-2012,3,431,$41.22 ,$123.67 ,3,0,3,16-02-2012
89,204,08-03-2012,3,320,$47.47 ,$142.41 ,3,0,3,01-03-2012
89,205,08-03-2012,3,321,$42.80 ,$128.39 ,3,0,3,01-03-2012
89,206,08-03-2012,60,322,$25.42 ,"$1,525.23 ",60,0,60,01-03-2012
90,207,08-03-2012,3,442,$43.40 ,$130.19 ,3,0,3,01-03-2012
90,208,08-03-2012,3,443,$39.12 ,$117.37 ,3,0,3,01-03-2012
90,209,08-03-2012,3,444,$37.02 ,$111.07 ,3,0,3,01-03-2012
91,210,08-03-2012,550,941,$62.99 ,"$34,644.23 ",550,0,550,01-03-2012
92,211,08-03-2012,3,320,$45.37 ,$136.11 ,3,0,3,01-03-2012
92,212,08-03-2012,3,321,$40.49 ,$121.46 ,3,0,3,01-03-2012
93,213,12-03-2012,3,504,$48.76 ,$146.29 ,3,0,3,05-03-2012
94,214,12-03-2012,3,497,$34.19 ,$102.56 ,3,3,0,05-03-2012
95,215,12-03-2012,3,323,$50.26 ,$150.79 ,3,0,3,05-03-2012
96,216,12-03-2012,550,523,$10.73 ,"$5,902.05 ",468,0,468,05-03-2012
96,217,12-03-2012,550,524,$14.12 ,"$7,767.38 ",550,0,550,05-03-2012
97,218,22-03-2012,60,492,$50.26 ,"$3,015.81 ",60,0,60,15-03-2012
97,219,22-03-2012,60,493,$57.15 ,"$3,429.09 ",60,0,60,15-03-2012
97,220,22-03-2012,60,494,$53.20 ,"$3,192.21 ",60,0,60,15-03-2012
97,221,22-03-2012,60,495,$63.69 ,"$3,821.58 ",60,0,60,15-03-2012
97,222,22-03-2012,60,496,$48.91 ,"$2,934.54 ",60,0,60,15-03-2012
98,223,22-03-2012,550,913,$40.94 ,"$22,516.73 ",550,0,550,15-03-2012
98,224,22-03-2012,550,914,$21.09 ,"$11,601.98 ",550,0,550,15-03-2012
98,225,22-03-2012,550,915,$30.44 ,"$16,741.73 ",550,0,550,15-03-2012
98,226,22-03-2012,550,916,$40.94 ,"$22,516.73 ",550,0,550,15-03-2012
99,227,22-03-2012,60,506,$9.20 ,$551.88 ,60,0,60,15-03-2012
100,228,22-03-2012,550,351,$5.78 ,"$3,176.25 ",550,0,550,15-03-2012
100,229,22-03-2012,550,352,$1.16 ,$635.25 ,550,55,495,15-03-2012
100,230,22-03-2012,550,679,$5.78 ,"$3,176.25 ",550,0,550,15-03-2012
101,231,22-03-2012,550,507,$23.39 ,"$12,866.70 ",550,0,550,15-03-2012
101,232,22-03-2012,550,508,$27.65 ,"$15,205.58 ",550,0,550,15-03-2012
102,233,22-03-2012,550,355,$1.37 ,$750.75 ,550,82,468,15-03-2012
102,234,22-03-2012,550,940,$62.99 ,"$34,644.23 ",550,0,550,15-03-2012
103,235,22-03-2012,550,679,$6.20 ,"$3,407.25 ",550,0,550,15-03-2012
104,236,22-03-2012,550,507,$22.17 ,"$12,191.03 ",550,550,0,15-03-2012
104,237,22-03-2012,550,508,$29.28 ,"$16,106.48 ",550,550,0,15-03-2012
105,238,22-03-2012,3,491,$19.98 ,$59.94 ,3,0,3,15-03-2012
106,239,22-03-2012,3,347,$36.97 ,$110.91 ,3,0,3,15-03-2012
106,240,22-03-2012,3,348,$34.87 ,$104.61 ,3,0,3,15-03-2012
106,241,22-03-2012,3,349,$39.14 ,$117.43 ,3,0,3,15-03-2012
107,242,22-03-2012,550,935,$31.49 ,"$17,319.23 ",550,0,550,15-03-2012
107,243,22-03-2012,550,936,$48.29 ,"$26,559.23 ",550,0,550,15-03-2012
108,244,22-03-2012,3,380,$43.22 ,$129.65 ,3,0,3,15-03-2012
108,245,22-03-2012,3,381,$47.49 ,$142.47 ,3,0,3,15-03-2012
108,246,22-03-2012,3,382,$43.27 ,$129.81 ,3,0,3,15-03-2012
108,247,22-03-2012,3,383,$47.54 ,$142.63 ,3,0,3,15-03-2012
108,248,22-03-2012,3,384,$43.27 ,$129.81 ,3,0,3,15-03-2012
109,249,22-03-2012,550,479,$15.89 ,"$8,737.58 ",550,0,550,15-03-2012
109,250,22-03-2012,550,480,$11.67 ,"$6,416.03 ",550,0,550,15-03-2012
109,251,22-03-2012,550,481,$11.09 ,"$6,098.40 ",550,0,550,15-03-2012
109,252,22-03-2012,550,482,$8.76 ,"$4,816.35 ",550,0,550,15-03-2012
109,253,22-03-2012,550,483,$9.69 ,"$5,330.33 ",550,0,550,15-03-2012
110,254,22-03-2012,3,402,$47.47 ,$142.41 ,3,0,3,15-03-2012
111,255,22-03-2012,550,512,$34.98 ,"$19,236.53 ",550,0,550,15-03-2012
112,256,22-03-2012,3,406,$43.27 ,$129.81 ,3,0,3,15-03-2012
112,257,22-03-2012,3,407,$47.54 ,$142.63 ,3,0,3,15-03-2012
113,258,23-03-2012,550,525,$2.32 ,"$1,276.28 ",550,0,550,16-03-2012
114,259,23-03-2012,550,526,$3.64 ,"$2,003.93 ",550,550,0,16-03-2012
115,260,23-03-2012,550,908,$21.09 ,"$11,601.98 ",550,0,550,16-03-2012
115,261,23-03-2012,550,909,$30.44 ,"$16,741.73 ",523,0,523,16-03-2012
115,262,23-03-2012,550,913,$40.94 ,"$22,516.73 ",550,0,550,16-03-2012
116,263,23-03-2012,60,356,$3.60 ,$216.09 ,51,0,51,16-03-2012
116,264,23-03-2012,60,357,$3.98 ,$238.77 ,60,0,60,16-03-2012
117,265,23-03-2012,550,935,$31.49 ,"$17,319.23 ",550,0,550,16-03-2012
117,266,23-03-2012,550,936,$48.29 ,"$26,559.23 ",550,0,550,16-03-2012
118,267,23-03-2012,550,524,$12.97 ,"$7,132.13 ",550,0,550,16-03-2012
119,268,23-03-2012,550,911,$21.09 ,"$11,601.98 ",550,0,550,16-03-2012
119,269,23-03-2012,550,912,$30.44 ,"$16,741.73 ",550,0,550,16-03-2012
120,270,23-03-2012,550,910,$40.94 ,"$22,516.73 ",550,0,550,16-03-2012
121,271,23-03-2012,550,937,$62.99 ,"$34,644.23 ",550,0,550,16-03-2012
122,272,23-03-2012,3,466,$45.42 ,$136.27 ,3,0,3,16-03-2012
122,273,23-03-2012,3,467,$43.32 ,$129.97 ,3,0,3,16-03-2012
123,274,23-03-2012,3,462,$47.68 ,$143.04 ,3,0,3,16-03-2012
124,275,23-03-2012,550,510,$23.40 ,"$12,872.48 ",550,550,0,16-03-2012
124,276,23-03-2012,550,511,$27.87 ,"$15,326.85 ",550,550,0,16-03-2012
125,277,23-03-2012,550,527,$6.75 ,"$3,713.33 ",550,0,550,16-03-2012
126,278,23-03-2012,550,938,$31.49 ,"$17,319.23 ",468,0,468,16-03-2012
126,279,23-03-2012,550,939,$48.29 ,"$26,559.23 ",550,0,550,16-03-2012
126,280,23-03-2012,550,509,$36.28 ,"$19,952.63 ",550,0,550,16-03-2012
127,281,23-03-2012,60,492,$50.75 ,"$3,044.79 ",60,0,60,16-03-2012
127,282,23-03-2012,60,493,$58.26 ,"$3,495.87 ",60,0,60,16-03-2012
127,283,23-03-2012,60,494,$50.75 ,"$3,044.79 ",60,0,60,16-03-2012
127,284,23-03-2012,60,495,$62.93 ,"$3,775.59 ",60,0,60,16-03-2012
127,285,23-03-2012,60,496,$49.65 ,"$2,979.27 ",60,0,60,16-03-2012
128,286,23-03-2012,550,523,$10.38 ,"$5,711.48 ",550,0,550,16-03-2012
129,287,28-03-2012,3,425,$45.58 ,$136.74 ,3,0,3,21-03-2012
129,288,28-03-2012,3,426,$43.48 ,$130.44 ,3,0,3,21-03-2012
129,289,28-03-2012,3,427,$47.75 ,$143.26 ,3,0,3,21-03-2012
129,290,28-03-2012,3,428,$43.48 ,$130.44 ,3,0,3,21-03-2012
129,291,28-03-2012,3,429,$41.38 ,$124.14 ,3,0,3,21-03-2012
130,292,28-03-2012,3,490,$12.72 ,$38.15 ,3,0,3,21-03-2012
130,293,28-03-2012,3,491,$19.94 ,$59.82 ,3,0,3,21-03-2012
131,294,28-03-2012,3,528,$38.16 ,$114.47 ,3,0,3,21-03-2012
132,295,28-03-2012,3,505,$44.22 ,$132.65 ,3,0,3,21-03-2012
133,296,11-04-2012,550,938,$31.49 ,"$17,319.23 ",550,0,550,04-04-2012
133,297,11-04-2012,550,939,$48.29 ,"$26,559.23 ",550,0,550,04-04-2012
134,298,11-04-2012,60,358,$6.98 ,$418.95 ,60,60,0,04-04-2012
135,299,11-04-2012,3,379,$45.44 ,$136.33 ,3,0,3,04-04-2012
135,300,11-04-2012,3,380,$41.17 ,$123.51 ,3,0,3,04-04-2012
135,301,11-04-2012,3,381,$39.07 ,$117.21 ,3,0,3,04-04-2012
135,302,11-04-2012,3,438,$47.68 ,$143.04 ,3,0,3,04-04-2012
135,303,11-04-2012,3,439,$45.58 ,$136.74 ,3,0,3,04-04-2012
135,304,11-04-2012,3,440,$49.85 ,$149.56 ,3,0,3,04-04-2012
135,305,11-04-2012,3,441,$45.58 ,$136.74 ,3,0,3,04-04-2012
135,306,11-04-2012,3,442,$43.48 ,$130.44 ,3,0,3,04-04-2012
135,307,11-04-2012,3,443,$47.75 ,$143.26 ,3,0,3,04-04-2012
135,308,11-04-2012,3,444,$43.48 ,$130.44 ,3,0,3,04-04-2012
135,309,11-04-2012,3,445,$41.38 ,$124.14 ,3,0,3,04-04-2012
135,310,11-04-2012,3,446,$45.65 ,$136.96 ,3,0,3,04-04-2012
135,311,11-04-2012,3,447,$41.38 ,$124.14 ,3,0,3,04-04-2012
135,312,11-04-2012,3,448,$39.28 ,$117.84 ,3,0,3,04-04-2012
135,313,11-04-2012,3,449,$43.55 ,$130.66 ,3,0,3,04-04-2012
135,314,11-04-2012,3,450,$39.28 ,$117.84 ,3,0,3,04-04-2012
135,315,11-04-2012,3,451,$37.18 ,$111.54 ,3,0,3,04-04-2012
135,316,11-04-2012,3,452,$41.45 ,$124.36 ,3,0,3,04-04-2012
135,317,11-04-2012,3,453,$37.18 ,$111.54 ,3,0,3,04-04-2012
135,318,11-04-2012,3,454,$47.52 ,$142.57 ,3,0,3,04-04-2012
