TransactionID,ProductID,ReferenceOrderID,ReferenceOrderLineID,TransactionDate,TransactionType,Quantity,ActualCost,ModifiedDate
100056,888,41646,0,31-07-2013,W,1,$0.00 ,31-07-2013
100057,890,41647,0,31-07-2013,W,1,$0.00 ,31-07-2013
100058,892,41648,0,31-07-2013,W,2,$0.00 ,31-07-2013
100059,894,41649,0,31-07-2013,W,22,$0.00 ,31-07-2013
100060,904,41650,0,31-07-2013,W,1,$0.00 ,31-07-2013
100061,925,41651,0,31-07-2013,W,1,$0.00 ,31-07-2013
100062,943,41652,0,31-07-2013,W,1,$0.00 ,31-07-2013
100063,945,41653,0,31-07-2013,W,22,$0.00 ,31-07-2013
100064,947,41654,0,31-07-2013,W,5,$0.00 ,31-07-2013
100065,949,41655,0,31-07-2013,W,6,$0.00 ,31-07-2013
100066,950,41656,0,31-07-2013,W,12,$0.00 ,31-07-2013
100067,951,41657,0,31-07-2013,W,4,$0.00 ,31-07-2013
100068,994,41658,0,31-07-2013,W,12,$0.00 ,31-07-2013
100069,995,41659,0,31-07-2013,W,5,$0.00 ,31-07-2013
100070,996,41660,0,31-07-2013,W,5,$0.00 ,31-07-2013
100071,3,41661,0,31-07-2013,W,220,$0.00 ,31-07-2013
100072,324,41662,0,31-07-2013,W,44,$0.00 ,31-07-2013
100073,327,41663,0,31-07-2013,W,22,$0.00 ,31-07-2013
100074,328,41664,0,31-07-2013,W,10,$0.00 ,31-07-2013
100075,329,41665,0,31-07-2013,W,24,$0.00 ,31-07-2013
100076,330,41666,0,31-07-2013,W,10,$0.00 ,31-07-2013
100077,398,41667,0,31-07-2013,W,22,$0.00 ,31-07-2013
100078,399,41668,0,31-07-2013,W,22,$0.00 ,31-07-2013
100079,400,41669,0,31-07-2013,W,14,$0.00 ,31-07-2013
100080,401,41670,0,31-07-2013,W,30,$0.00 ,31-07-2013
100081,529,41671,0,31-07-2013,W,22,$0.00 ,31-07-2013
100082,532,41672,0,31-07-2013,W,88,$0.00 ,31-07-2013
100083,533,41673,0,31-07-2013,W,22,$0.00 ,31-07-2013
100084,534,41674,0,31-07-2013,W,22,$0.00 ,31-07-2013
100085,802,41675,0,31-07-2013,W,6,$0.00 ,31-07-2013
100086,803,41676,0,31-07-2013,W,8,$0.00 ,31-07-2013
100087,804,41677,0,31-07-2013,W,8,$0.00 ,31-07-2013
100088,316,41678,0,31-07-2013,W,44,$0.00 ,31-07-2013
100089,331,41679,0,31-07-2013,W,44,$0.00 ,31-07-2013
100090,350,41680,0,31-07-2013,W,22,$0.00 ,31-07-2013
100091,531,41681,0,31-07-2013,W,22,$0.00 ,31-07-2013
100092,875,53450,1,31-07-2013,S,4,$5.84 ,31-07-2013
100093,953,53451,2,31-07-2013,S,2,$874.69 ,31-07-2013
100094,965,53451,1,31-07-2013,S,1,$534.49 ,31-07-2013
100095,712,53452,10,31-07-2013,S,2,$5.84 ,31-07-2013
100096,885,53452,31,31-07-2013,S,4,$742.89 ,31-07-2013
100097,886,53452,41,31-07-2013,S,1,$246.73 ,31-07-2013
100098,889,53452,32,31-07-2013,S,5,$742.89 ,31-07-2013
100099,892,53452,21,31-07-2013,S,1,$742.89 ,31-07-2013
100100,893,53452,40,31-07-2013,S,3,$742.89 ,31-07-2013
100101,894,53452,16,31-07-2013,S,1,$89.88 ,31-07-2013
100102,895,53452,9,31-07-2013,S,6,$246.73 ,31-07-2013
100103,896,53452,30,31-07-2013,S,4,$246.73 ,31-07-2013
100104,899,53452,28,31-07-2013,S,2,$246.73 ,31-07-2013
100105,900,53452,2,31-07-2013,S,1,$246.73 ,31-07-2013
100106,907,53452,19,31-07-2013,S,1,$78.81 ,31-07-2013
100107,914,53452,6,31-07-2013,S,2,$20.07 ,31-07-2013
100108,916,53452,20,31-07-2013,S,4,$38.95 ,31-07-2013
100109,941,53452,24,31-07-2013,S,3,$59.93 ,31-07-2013
100110,945,53452,37,31-07-2013,S,4,$67.70 ,31-07-2013
100111,947,53452,14,31-07-2013,S,4,$67.76 ,31-07-2013
100112,948,53452,23,31-07-2013,S,8,$78.81 ,31-07-2013
100113,949,53452,8,31-07-2013,S,4,$129.86 ,31-07-2013
100114,951,53452,18,31-07-2013,S,8,$299.69 ,31-07-2013
100115,952,53452,27,31-07-2013,S,4,$14.98 ,31-07-2013
100116,953,53452,4,31-07-2013,S,4,$874.69 ,31-07-2013
100117,954,53452,29,31-07-2013,S,1,"$1,716.53 ",31-07-2013
100118,955,53452,36,31-07-2013,S,3,"$1,716.53 ",31-07-2013
100119,956,53452,38,31-07-2013,S,2,"$1,716.53 ",31-07-2013
100120,957,53452,35,31-07-2013,S,1,"$1,716.53 ",31-07-2013
100121,958,53452,11,31-07-2013,S,4,$534.49 ,31-07-2013
100122,959,53452,43,31-07-2013,S,2,$534.49 ,31-07-2013
100123,960,53452,3,31-07-2013,S,2,$534.49 ,31-07-2013
100124,962,53452,42,31-07-2013,S,1,$534.49 ,31-07-2013
100125,963,53452,13,31-07-2013,S,1,$534.49 ,31-07-2013
100126,965,53452,39,31-07-2013,S,2,$534.49 ,31-07-2013
100127,966,53452,1,31-07-2013,S,4,"$1,716.53 ",31-07-2013
100128,967,53452,7,31-07-2013,S,3,"$1,716.53 ",31-07-2013
100129,968,53452,5,31-07-2013,S,5,"$1,716.53 ",31-07-2013
100130,969,53452,17,31-07-2013,S,2,"$1,716.53 ",31-07-2013
100131,970,53452,25,31-07-2013,S,3,$874.69 ,31-07-2013
100132,971,53452,22,31-07-2013,S,2,$874.69 ,31-07-2013
100133,972,53452,34,31-07-2013,S,1,$874.69 ,31-07-2013
100134,978,53452,15,31-07-2013,S,2,$534.49 ,31-07-2013
100135,979,53452,12,31-07-2013,S,6,$534.49 ,31-07-2013
100136,994,53452,33,31-07-2013,S,3,$39.95 ,31-07-2013
100137,996,53452,26,31-07-2013,S,1,$89.90 ,31-07-2013
100138,896,53453,1,31-07-2013,S,1,$246.73 ,31-07-2013
100139,707,53454,1,31-07-2013,S,6,$20.99 ,31-07-2013
100140,708,53454,42,31-07-2013,S,6,$20.99 ,31-07-2013
100141,711,53454,13,31-07-2013,S,2,$20.99 ,31-07-2013
100142,712,53454,28,31-07-2013,S,3,$5.84 ,31-07-2013
100143,714,53454,45,31-07-2013,S,7,$32.49 ,31-07-2013
100144,715,53454,17,31-07-2013,S,5,$32.49 ,31-07-2013
100145,743,53454,7,31-07-2013,S,4,$998.70 ,31-07-2013
100146,748,53454,21,31-07-2013,S,3,"$1,009.73 ",31-07-2013
100147,779,53454,14,31-07-2013,S,3,"$1,670.39 ",31-07-2013
100148,781,53454,43,31-07-2013,S,5,"$1,670.39 ",31-07-2013
100149,784,53454,39,31-07-2013,S,6,"$1,652.39 ",31-07-2013
100150,808,53454,22,31-07-2013,S,1,$32.96 ,31-07-2013
100151,809,53454,9,31-07-2013,S,2,$45.82 ,31-07-2013
100152,810,53454,31,31-07-2013,S,2,$89.00 ,31-07-2013
100153,859,53454,24,31-07-2013,S,3,$15.92 ,31-07-2013
100154,864,53454,37,31-07-2013,S,14,$41.28 ,31-07-2013
100155,865,53454,41,31-07-2013,S,4,$41.28 ,31-07-2013
100156,868,53454,5,31-07-2013,S,1,$45.49 ,31-07-2013
100157,869,53454,20,31-07-2013,S,24,$45.49 ,31-07-2013
100158,870,53454,19,31-07-2013,S,3,$2.99 ,31-07-2013
100159,876,53454,10,31-07-2013,S,8,$72.00 ,31-07-2013
100160,877,53454,34,31-07-2013,S,2,$4.77 ,31-07-2013
100161,880,53454,18,31-07-2013,S,4,$32.99 ,31-07-2013
100162,881,53454,44,31-07-2013,S,6,$35.09 ,31-07-2013
100163,883,53454,40,31-07-2013,S,5,$35.09 ,31-07-2013
100164,884,53454,11,31-07-2013,S,10,$35.09 ,31-07-2013
100165,904,53454,30,31-07-2013,S,2,$269.43 ,31-07-2013
100166,905,53454,8,31-07-2013,S,4,$269.43 ,31-07-2013
100167,917,53454,32,31-07-2013,S,2,$195.40 ,31-07-2013
100168,918,53454,35,31-07-2013,S,3,$195.40 ,31-07-2013
100169,920,53454,25,31-07-2013,S,3,$195.40 ,31-07-2013
100170,924,53454,27,31-07-2013,S,2,$184.84 ,31-07-2013
100171,925,53454,23,31-07-2013,S,1,$184.84 ,31-07-2013
100172,935,53454,4,31-07-2013,S,1,$29.96 ,31-07-2013
100173,936,53454,29,31-07-2013,S,2,$45.95 ,31-07-2013
100174,937,53454,16,31-07-2013,S,2,$59.93 ,31-07-2013
100175,980,53454,26,31-07-2013,S,4,$554.03 ,31-07-2013
100176,982,53454,2,31-07-2013,S,1,$554.03 ,31-07-2013
100177,983,53454,33,31-07-2013,S,3,$554.03 ,31-07-2013
100178,984,53454,12,31-07-2013,S,1,$406.79 ,31-07-2013
100179,985,53454,36,31-07-2013,S,2,$406.79 ,31-07-2013
100180,986,53454,46,31-07-2013,S,2,$406.79 ,31-07-2013
100181,988,53454,6,31-07-2013,S,1,$406.79 ,31-07-2013
100182,989,53454,3,31-07-2013,S,3,$388.79 ,31-07-2013
100183,990,53454,47,31-07-2013,S,1,$388.79 ,31-07-2013
100184,991,53454,15,31-07-2013,S,1,$388.79 ,31-07-2013
100185,992,53454,48,31-07-2013,S,1,$388.79 ,31-07-2013
100186,993,53454,38,31-07-2013,S,1,$388.79 ,31-07-2013
100187,743,53455,21,31-07-2013,S,1,$998.70 ,31-07-2013
100188,748,53455,3,31-07-2013,S,1,"$1,009.73 ",31-07-2013
100189,780,53455,25,31-07-2013,S,5,"$1,670.39 ",31-07-2013
100190,783,53455,33,31-07-2013,S,5,"$1,652.39 ",31-07-2013
100191,784,53455,14,31-07-2013,S,2,"$1,652.39 ",31-07-2013
100192,808,53455,27,31-07-2013,S,2,$32.96 ,31-07-2013
100193,809,53455,10,31-07-2013,S,2,$45.82 ,31-07-2013
100194,810,53455,11,31-07-2013,S,1,$89.00 ,31-07-2013
100195,858,53455,24,31-07-2013,S,6,$15.92 ,31-07-2013
100196,867,53455,9,31-07-2013,S,8,$45.49 ,31-07-2013
100197,868,53455,34,31-07-2013,S,3,$45.49 ,31-07-2013
100198,869,53455,17,31-07-2013,S,16,$45.49 ,31-07-2013
100199,904,53455,28,31-07-2013,S,8,$269.43 ,31-07-2013
100200,906,53455,4,31-07-2013,S,4,$269.43 ,31-07-2013
100201,910,53455,15,31-07-2013,S,2,$38.95 ,31-07-2013
100202,917,53455,31,31-07-2013,S,5,$195.40 ,31-07-2013
100203,918,53455,2,31-07-2013,S,3,$195.40 ,31-07-2013
100204,920,53455,16,31-07-2013,S,1,$195.40 ,31-07-2013
100205,924,53455,7,31-07-2013,S,1,$184.84 ,31-07-2013
100206,926,53455,22,31-07-2013,S,1,$184.84 ,31-07-2013
100207,935,53455,6,31-07-2013,S,3,$29.96 ,31-07-2013
100208,936,53455,13,31-07-2013,S,3,$45.95 ,31-07-2013
100209,944,53455,20,31-07-2013,S,3,$195.40 ,31-07-2013
100210,981,53455,26,31-07-2013,S,2,$554.03 ,31-07-2013
100211,982,53455,23,31-07-2013,S,3,$554.03 ,31-07-2013
100212,984,53455,12,31-07-2013,S,2,$406.79 ,31-07-2013
100213,985,53455,5,31-07-2013,S,2,$406.79 ,31-07-2013
100214,987,53455,32,31-07-2013,S,2,$406.79 ,31-07-2013
100215,988,53455,1,31-07-2013,S,3,$406.79 ,31-07-2013
100216,989,53455,19,31-07-2013,S,1,$388.79 ,31-07-2013
100217,990,53455,30,31-07-2013,S,1,$388.79 ,31-07-2013
100218,991,53455,8,31-07-2013,S,1,$388.79 ,31-07-2013
100219,992,53455,29,31-07-2013,S,1,$388.79 ,31-07-2013
100220,993,53455,18,31-07-2013,S,1,$388.79 ,31-07-2013
100221,738,53456,25,31-07-2013,S,2,$249.54 ,31-07-2013
100222,792,53456,14,31-07-2013,S,2,"$1,759.21 ",31-07-2013
100223,793,53456,9,31-07-2013,S,3,"$1,759.21 ",31-07-2013
100224,794,53456,1,31-07-2013,S,1,"$1,759.21 ",31-07-2013
100225,795,53456,2,31-07-2013,S,1,"$1,759.21 ",31-07-2013
100226,796,53456,5,31-07-2013,S,1,"$1,759.21 ",31-07-2013
100227,797,53456,8,31-07-2013,S,1,$806.75 ,31-07-2013
100228,798,53456,23,31-07-2013,S,3,$806.75 ,31-07-2013
100229,799,53456,13,31-07-2013,S,3,$806.75 ,31-07-2013
100230,800,53456,3,31-07-2013,S,1,$806.75 ,31-07-2013
100231,801,53456,11,31-07-2013,S,2,$806.75 ,31-07-2013
100232,813,53456,6,31-07-2013,S,1,$89.00 ,31-07-2013
100233,835,53456,10,31-07-2013,S,2,$440.17 ,31-07-2013
100234,836,53456,22,31-07-2013,S,2,$440.17 ,31-07-2013
100235,859,53456,16,31-07-2013,S,1,$15.92 ,31-07-2013
100236,874,53456,17,31-07-2013,S,2,$5.84 ,31-07-2013
100237,875,53456,4,31-07-2013,S,11,$5.84 ,31-07-2013
100238,938,53456,15,31-07-2013,S,3,$29.96 ,31-07-2013
100239,939,53456,21,31-07-2013,S,1,$45.95 ,31-07-2013
100240,940,53456,18,31-07-2013,S,5,$59.93 ,31-07-2013
100241,973,53456,7,31-07-2013,S,1,"$1,224.71 ",31-07-2013
100242,974,53456,24,31-07-2013,S,2,"$1,224.71 ",31-07-2013
100243,975,53456,20,31-07-2013,S,1,"$1,224.71 ",31-07-2013
100244,997,53456,26,31-07-2013,S,2,$388.79 ,31-07-2013
100245,998,53456,12,31-07-2013,S,1,$388.79 ,31-07-2013
100246,999,53456,19,31-07-2013,S,3,$388.79 ,31-07-2013
100247,743,53457,4,31-07-2013,S,2,$998.70 ,31-07-2013
100248,747,53457,12,31-07-2013,S,1,$998.70 ,31-07-2013
100249,748,53457,33,31-07-2013,S,8,"$1,009.73 ",31-07-2013
100250,779,53457,24,31-07-2013,S,3,"$1,670.39 ",31-07-2013
100251,780,53457,1,31-07-2013,S,4,"$1,670.39 ",31-07-2013
100252,781,53457,18,31-07-2013,S,1,"$1,670.39 ",31-07-2013
100253,782,53457,37,31-07-2013,S,12,"$1,652.39 ",31-07-2013
100254,784,53457,25,31-07-2013,S,1,"$1,652.39 ",31-07-2013
100255,808,53457,13,31-07-2013,S,2,$32.96 ,31-07-2013
100256,809,53457,11,31-07-2013,S,2,$45.82 ,31-07-2013
100257,867,53457,20,31-07-2013,S,3,$45.49 ,31-07-2013
100258,868,53457,2,31-07-2013,S,2,$45.49 ,31-07-2013
100259,894,53457,35,31-07-2013,S,4,$89.88 ,31-07-2013
100260,904,53457,26,31-07-2013,S,2,$269.43 ,31-07-2013
100261,907,53457,32,31-07-2013,S,1,$78.81 ,31-07-2013
100262,908,53457,15,31-07-2013,S,1,$20.07 ,31-07-2013
100263,909,53457,16,31-07-2013,S,4,$28.96 ,31-07-2013
100264,910,53457,29,31-07-2013,S,2,$38.95 ,31-07-2013
100265,917,53457,14,31-07-2013,S,4,$195.40 ,31-07-2013
100266,918,53457,5,31-07-2013,S,3,$195.40 ,31-07-2013
100267,920,53457,34,31-07-2013,S,5,$195.40 ,31-07-2013
100268,924,53457,21,31-07-2013,S,8,$184.84 ,31-07-2013
100269,925,53457,8,31-07-2013,S,2,$184.84 ,31-07-2013
100270,926,53457,3,31-07-2013,S,3,$184.84 ,31-07-2013
100271,935,53457,28,31-07-2013,S,1,$29.96 ,31-07-2013
100272,936,53457,30,31-07-2013,S,4,$45.95 ,31-07-2013
100273,937,53457,19,31-07-2013,S,4,$59.93 ,31-07-2013
100274,945,53457,6,31-07-2013,S,8,$67.70 ,31-07-2013
100275,948,53457,36,31-07-2013,S,4,$78.81 ,31-07-2013
100276,949,53457,7,31-07-2013,S,3,$129.86 ,31-07-2013
100277,950,53457,22,31-07-2013,S,1,$189.80 ,31-07-2013
100278,981,53457,10,31-07-2013,S,2,$554.03 ,31-07-2013
100279,984,53457,23,31-07-2013,S,1,$406.79 ,31-07-2013
100280,985,53457,31,31-07-2013,S,2,$406.79 ,31-07-2013
100281,986,53457,38,31-07-2013,S,1,$406.79 ,31-07-2013
100282,991,53457,27,31-07-2013,S,2,$388.79 ,31-07-2013
100283,994,53457,17,31-07-2013,S,3,$39.95 ,31-07-2013
100284,996,53457,9,31-07-2013,S,2,$89.90 ,31-07-2013
100285,707,53458,23,31-07-2013,S,6,$20.99 ,31-07-2013
100286,708,53458,19,31-07-2013,S,6,$20.99 ,31-07-2013
100287,711,53458,8,31-07-2013,S,12,$20.99 ,31-07-2013
100288,712,53458,2,31-07-2013,S,19,$5.84 ,31-07-2013
100289,714,53458,38,31-07-2013,S,4,$32.49 ,31-07-2013
100290,715,53458,47,31-07-2013,S,18,$32.49 ,31-07-2013
100291,716,53458,10,31-07-2013,S,10,$32.49 ,31-07-2013
100292,858,53458,36,31-07-2013,S,3,$15.92 ,31-07-2013
100293,859,53458,24,31-07-2013,S,8,$15.92 ,31-07-2013
100294,860,53458,41,31-07-2013,S,6,$15.92 ,31-07-2013
100295,864,53458,31,31-07-2013,S,19,$41.28 ,31-07-2013
100296,865,53458,7,31-07-2013,S,18,$41.28 ,31-07-2013
100297,870,53458,17,31-07-2013,S,4,$2.99 ,31-07-2013
100298,873,53458,46,31-07-2013,S,3,$1.37 ,31-07-2013
100299,876,53458,40,31-07-2013,S,9,$72.00 ,31-07-2013
100300,877,53458,4,31-07-2013,S,12,$4.77 ,31-07-2013
100301,880,53458,13,31-07-2013,S,6,$32.99 ,31-07-2013
100302,881,53458,37,31-07-2013,S,17,$35.09 ,31-07-2013
100303,883,53458,49,31-07-2013,S,16,$35.09 ,31-07-2013
100304,884,53458,33,31-07-2013,S,13,$35.09 ,31-07-2013
100305,885,53458,25,31-07-2013,S,12,$742.89 ,31-07-2013
100306,886,53458,48,31-07-2013,S,2,$246.73 ,31-07-2013
100307,887,53458,51,31-07-2013,S,1,$742.89 ,31-07-2013
100308,888,53458,28,31-07-2013,S,4,$742.89 ,31-07-2013
100309,889,53458,11,31-07-2013,S,14,$742.89 ,31-07-2013
100310,891,53458,3,31-07-2013,S,3,$742.89 ,31-07-2013
100311,892,53458,29,31-07-2013,S,8,$742.89 ,31-07-2013
100312,893,53458,44,31-07-2013,S,2,$742.89 ,31-07-2013
100313,895,53458,1,31-07-2013,S,2,$246.73 ,31-07-2013
100314,899,53458,27,31-07-2013,S,3,$246.73 ,31-07-2013
100315,900,53458,12,31-07-2013,S,1,$246.73 ,31-07-2013
100316,915,53458,5,31-07-2013,S,4,$28.96 ,31-07-2013
100317,916,53458,30,31-07-2013,S,4,$38.95 ,31-07-2013
100318,941,53458,42,31-07-2013,S,4,$59.93 ,31-07-2013
100319,946,53458,35,31-07-2013,S,4,$34.11 ,31-07-2013
100320,947,53458,34,31-07-2013,S,4,$67.76 ,31-07-2013
100321,953,53458,6,31-07-2013,S,12,$874.69 ,31-07-2013
100322,954,53458,16,31-07-2013,S,3,"$1,716.53 ",31-07-2013
100323,955,53458,39,31-07-2013,S,2,"$1,716.53 ",31-07-2013
100324,957,53458,15,31-07-2013,S,6,"$1,716.53 ",31-07-2013
100325,958,53458,32,31-07-2013,S,12,$534.49 ,31-07-2013
100326,959,53458,9,31-07-2013,S,6,$534.49 ,31-07-2013
100327,961,53458,43,31-07-2013,S,7,$534.49 ,31-07-2013
100328,962,53458,50,31-07-2013,S,13,$534.49 ,31-07-2013
100329,963,53458,22,31-07-2013,S,6,$534.49 ,31-07-2013
100330,965,53458,26,31-07-2013,S,9,$534.49 ,31-07-2013
100331,966,53458,45,31-07-2013,S,6,"$1,716.53 ",31-07-2013
100332,967,53458,18,31-07-2013,S,4,"$1,716.53 ",31-07-2013
100333,970,53458,14,31-07-2013,S,2,$874.69 ,31-07-2013
100334,972,53458,20,31-07-2013,S,11,$874.69 ,31-07-2013
100335,979,53458,21,31-07-2013,S,14,$534.49 ,31-07-2013
100336,707,53459,25,31-07-2013,S,6,$20.99 ,31-07-2013
100337,708,53459,46,31-07-2013,S,6,$20.99 ,31-07-2013
100338,711,53459,13,31-07-2013,S,7,$20.99 ,31-07-2013
100339,712,53459,42,31-07-2013,S,6,$5.84 ,31-07-2013
100340,714,53459,47,31-07-2013,S,4,$32.49 ,31-07-2013
100341,715,53459,24,31-07-2013,S,3,$32.49 ,31-07-2013
100342,716,53459,4,31-07-2013,S,6,$32.49 ,31-07-2013
100343,858,53459,31,31-07-2013,S,3,$15.92 ,31-07-2013
100344,859,53459,11,31-07-2013,S,6,$15.92 ,31-07-2013
100345,864,53459,17,31-07-2013,S,8,$41.28 ,31-07-2013
100346,865,53459,5,31-07-2013,S,2,$41.28 ,31-07-2013
100347,870,53459,9,31-07-2013,S,4,$2.99 ,31-07-2013
100348,876,53459,37,31-07-2013,S,2,$72.00 ,31-07-2013
100349,877,53459,15,31-07-2013,S,6,$4.77 ,31-07-2013
100350,880,53459,2,31-07-2013,S,3,$32.99 ,31-07-2013
100351,881,53459,23,31-07-2013,S,5,$35.09 ,31-07-2013
100352,883,53459,38,31-07-2013,S,5,$35.09 ,31-07-2013
100353,884,53459,30,31-07-2013,S,10,$35.09 ,31-07-2013
100354,885,53459,14,31-07-2013,S,1,$742.89 ,31-07-2013
100355,886,53459,40,31-07-2013,S,3,$246.73 ,31-07-2013
100356,892,53459,20,31-07-2013,S,4,$742.89 ,31-07-2013
100357,893,53459,26,31-07-2013,S,4,$742.89 ,31-07-2013
100358,894,53459,39,31-07-2013,S,3,$89.88 ,31-07-2013
100359,895,53459,32,31-07-2013,S,2,$246.73 ,31-07-2013
100360,900,53459,34,31-07-2013,S,1,$246.73 ,31-07-2013
100361,907,53459,36,31-07-2013,S,1,$78.81 ,31-07-2013
100362,914,53459,44,31-07-2013,S,3,$20.07 ,31-07-2013
100363,916,53459,19,31-07-2013,S,2,$38.95 ,31-07-2013
100364,941,53459,10,31-07-2013,S,1,$59.93 ,31-07-2013
100365,945,53459,18,31-07-2013,S,4,$67.70 ,31-07-2013
100366,948,53459,6,31-07-2013,S,5,$78.81 ,31-07-2013
100367,949,53459,35,31-07-2013,S,1,$129.86 ,31-07-2013
100368,951,53459,45,31-07-2013,S,1,$299.69 ,31-07-2013
100369,952,53459,33,31-07-2013,S,6,$14.98 ,31-07-2013
100370,953,53459,29,31-07-2013,S,3,$874.69 ,31-07-2013
100371,955,53459,49,31-07-2013,S,1,"$1,716.53 ",31-07-2013
100372,956,53459,8,31-07-2013,S,1,"$1,716.53 ",31-07-2013
100373,957,53459,22,31-07-2013,S,3,"$1,716.53 ",31-07-2013
100374,960,53459,1,31-07-2013,S,2,$534.49 ,31-07-2013
100375,961,53459,43,31-07-2013,S,1,$534.49 ,31-07-2013
100376,963,53459,3,31-07-2013,S,2,$534.49 ,31-07-2013
100377,965,53459,12,31-07-2013,S,1,$534.49 ,31-07-2013
100378,966,53459,21,31-07-2013,S,2,"$1,716.53 ",31-07-2013
100379,968,53459,16,31-07-2013,S,1,"$1,716.53 ",31-07-2013
100380,969,53459,7,31-07-2013,S,2,"$1,716.53 ",31-07-2013
100381,971,53459,28,31-07-2013,S,4,$874.69 ,31-07-2013
100382,979,53459,27,31-07-2013,S,2,$534.49 ,31-07-2013
100383,994,53459,48,31-07-2013,S,2,$39.95 ,31-07-2013
100384,996,53459,41,31-07-2013,S,6,$89.90 ,31-07-2013
100385,707,53460,31,31-07-2013,S,10,$20.99 ,31-07-2013
100386,708,53460,45,31-07-2013,S,4,$20.99 ,31-07-2013
100387,711,53460,26,31-07-2013,S,7,$20.99 ,31-07-2013
100388,712,53460,30,31-07-2013,S,21,$5.84 ,31-07-2013
100389,714,53460,13,31-07-2013,S,16,$32.49 ,31-07-2013
100390,715,53460,12,31-07-2013,S,6,$32.49 ,31-07-2013
100391,716,53460,40,31-07-2013,S,9,$32.49 ,31-07-2013
